sku,ean,normale_prijs,advies_prijs
39980488,8710839297886,16.50,21.99
39980489,8711577244712,10.55,9.79
39980691,8713274048563,94.75,141.69
39980692,8713274048921,81.10,93.09
39980693,8710839114176,31.90,33.25
39980694,8713274045753,79.95,116.51
39980695,8713274045913,66.75,101.23
39980696,8713274045821,86.55,132.55
39980735,8713274044886,87.05,113.07
39980736,8713274044763,78.25,109.89
39980747,8713274045975,61.20,92.58
39980750,8715758028047,57.30,63.79
39980754,8713274048471,68.30,85.79
39980755,8713274045647,40.25,62.01
39980766,8713274043797,104.20,191.12
39980767,8713274045944,71.15,108.18
39980768,7439604067011,33.00,49.95
39980769,8711113186780,52.35,79.25
39980770,8713274045609,60.10,100.13
39980774,8711113127547,22.00,47.49
39980779,8716644101103,57.30,117.85
39980784,8711115378145,59.79,90.49
39980804,8712576303905,57.90,75.94
39980840,8711418600943,1.70,2.15
39980841,0091511100181,3.05,3.85
39980842,8711143131750,2.50,3.15
39980843,8711143136823,0.30,1.77
39980844,8716644205702,81.55,157.70
39980848,5400997119436,2.65,5.99
39980849,8711143082526,2.15,2.75
39980850,8015050200180,6.55,11.95
39980851,8710839362911,6.55,8.20
39980852,8712576105851,27.35,30.01
39980860,8713274046002,79.95,120.93
39980861,8713274045623,60.10,90.61
39980862,8713274045579,39.65,59.26
39980863,8713274045685,53.95,95.04
39980866,8716644205863,93.65,186.58
39980868,87300567,4.35,4.29
39980871,5410091678654,4.35,6.09
39980873,8711418602954,1.70,2.15
39980875,5410091267490,12.10,15.05
39980878,7439604067028,19.80,29.95
39980879,8713274044640,87.05,113.07
39980882,8713274045791,41.35,64.04
39980883,8713274048532,75.80,84.59
39980884,8713274044671,87.05,112.99
39980885,8713274044855,87.05,112.99
39980890,8711115377735,97.50,162.49
39980892,8711115333830,79.37,
39980893,8711115298559,213.84,317.99
39980910,8718754434836,15.40,18.70
39980912,8713274044701,87.05,113.14
39980937,8711115350462,124.38,185.49
39980938,8711115350585,97.50,185.49
39980939,5410491201087,98.16,
39980942,7439604065017,6.55,9.95
39980943,8713274048501,80.45,91.29
39980944,8713274044794,87.05,113.07
39980945,8713274045777,79.95,115.92
39980946,8713274046026,79.95,120.93
39980947,8719324801010,28.60,32.99
39980950,8713274045722,61.20,92.66
39980952,8719324801072,31.95,37.99
39980956,8711577076856,8.10,7.29
39980959,8711113122146,55.05,84.49
39980961,8711115298535,196.36,317.99
39980962,8711115314372,311.02,462.49
39980964,5400107129867,3.05,3.85
39980966,8718026583699,2.15,2.75
39980971,5410091634629,7.15,8.65
39980972,3178040671454,9.85,11.56
39980973,5410091325435,7.65,11.69
39980975,5410091267520,13.75,20.35
39980976,3178040658110,9.40,10.19
39980977,8714249221134,19.80,22.07
39980978,5410091326760,10.45,13.95
39980979,5410091260286,8.75,9.89
39980988,8712457050430,6.55,9.95
39980989,7439604067059,50.15,76.19
39980991,8711115252070,298.67,443.99
39980994,0091511500370,3.05,3.85
39980996,7439604032088,1.40,1.75
39980999,8711418609694,1.70,2.15
39981000,8711115348773,122.52,235.49
39981001,8711115338941,115.30,188.49
39981002,8711115338521,79.37,136.99
39981004,8711115252117,298.67,443.99
39981007,8711115254449,46.95,105.99
39981008,8711115314389,311.02,462.49
39981013,8711115348711,118.95,188.49
39981014,8711115350615,162.82,231.49
39981015,8711115338248,95.87,185.49
39981019,8711143096219,2.15,2.75
39981022,8716242651475,35.25,93.95
39981023,8713274036683,89.30,169.96
39981027,8716644100274,47.35,92.85
39981041,7439604035072,1.70,2.75
39981045,7439604036086,1.10,1.49
39981046,5400107128419,2.15,2.75
39981052,87300536,4.35,4.29
39981053,87295559,4.35,
39981054,8710839370305,23.15,26.75
39981055,87304541,4.35,4.29
39981056,8710839369101,22.00,23.55
39981061,87304534,4.35,
39981062,8710839369309,20.90,22.00
39981064,8711143161825,4.75,4.73
39981065,5410091262549,4.35,6.55
39981066,5410091325763,10.95,11.65
39981067,8710839110246,12.10,13.15
39981068,5410091325916,14.30,17.49
39981069,5410091238896,5.45,7.55
39981070,7439604030039,2.75,4.09
39981071,7439604062054,23.15,34.95
39981072,8710839292539,29.25,35.49
39981074,8711143146501,4.15,6.70
39981075,8711143146471,3.05,3.79
39981076,8711143161023,6.10,5.99
39981077,8711143162174,3.90,6.39
39981078,5410415043106,2.85,3.59
39981079,5400997166492,0.85,2.33
39981086,8716644205962,95.35,169.39
39981087,8716644205559,57.05,101.40
39981088,8716644205818,38.55,74.21
39981089,8716644203623,114.60,207.64
39981094,8712576105929,19.80,20.85
39981095,5410091267193,15.40,20.19
39981097,3178041310895,10.45,9.95
39981100,8716644206006,95.35,169.39
39981101,8716644100205,61.70,118.02
39981104,8718692624788,7.65,11.59
39981105,8716644205627,99.80,177.29
39981110,87300543,4.35,4.29
39981112,5410091325824,10.95,13.99
39981113,5410091325817,10.55,12.89
39981114,5410091263317,3.85,4.75
39981120,5410415042000,1.75,3.09
39981121,5410415042703,2.35,4.39
39981122,5400997166508,1.45,3.29
39981123,7611123077393,42.20,59.23
39981130,8711577190491,5.70,5.29
39981131,8711577231361,3.60,3.29
39981132,8711577190088,5.15,4.89
39981133,8711577077020,5.45,5.29
39981134,8711577199937,8.65,8.49
39981136,8711577190880,2.65,2.39
39981157,5410091610364,6.05,8.19
39981158,5410091634469,6.05,9.85
39981160,8711577190552,8.75,8.29
39981161,5410091605711,5.45,6.15
39981162,5410091626891,5.45,7.85
39981163,3178040677906,12.45,20.99
39981164,3178041318990,12.45,20.99
39981165,8711451013991,1.85,
39981166,8711143140981,8.05,12.02
39981177,8713274044824,78.25,109.89
39981178,8713274045708,53.95,81.61
39981179,8713274045852,39.65,57.09
39981180,8712457027975,6.55,9.95
39981181,8713274045883,52.40,78.86
39981188,5410091690427,35.25,45.55
39981189,8712576109125,19.80,20.85
39981191,5410091669058,4.35,6.45
39981192,8711577049911,4.90,4.59
39981194,5410091610333,6.05,6.75
39981196,5410091260484,6.55,8.89
39981197,8719324801355,6.55,7.69
39981201,8711115350448,124.38,231.49
39981202,8711115378176,82.87,148.99
39981203,8711115338262,96.81,162.49
39981204,8711115338972,115.30,164.99
39981205,8711115338217,124.63,231.49
39981206,8711115338910,127.92,235.49
39981209,87295573,4.35,
39981212,5400997116756,2.50,3.15
39981215,5410091325770,9.85,11.65
39981216,5410091260415,4.35,6.25
39981217,4015000404457,15.95,21.89
39981218,5410091262433,6.55,8.35
39981219,8711577084097,6.85,6.49
39981221,5410091610340,6.55,8.29
39981222,8711143140561,6.20,7.19
39981224,8711143161832,8.60,12.43
39981225,8711143161160,4.35,6.19
39981230,5410091610357,4.95,5.29
39981233,5410091625900,6.05,7.05
39981234,5410091238919,7.65,9.59
39981236,5410091238902,7.15,9.39
39981239,5410091640309,4.95,5.69
39981240,5410091262204,3.85,5.69
39981241,5410091640293,9.15,10.59
39981242,5410091608767,5.45,6.65
39981244,4015000095891,10.95,15.29
39981245,4015000095051,22.00,34.99
39981246,5410091617271,12.65,16.49
39981247,5400997507738,1.85,1.79
39981248,8711577206772,7.65,7.29
39981249,8711143112643,3.10,3.49
39981251,8711577020354,5.70,5.29
39981255,8711577130077,5.05,4.89
39981257,8711577189853,7.65,7.29
39981259,8711577135171,5.15,4.89
39981261,5410091229146,6.55,9.89
39981262,5410091326692,10.95,
39981263,5410091260408,4.95,7.15
39981264,4015000424271,14.30,19.99
39981265,5410091690380,22.35,31.75
39981266,5410091626884,7.65,10.59
39981267,7439604062092,17.60,25.95
39981268,7439604061095,40.75,82.95
39981269,8710839292546,29.25,35.49
39981270,8710839292638,29.25,35.49
39981271,3178040677715,12.45,20.99
39981273,7439604062030,17.60,25.95
39981274,3178040690677,14.65,22.99
39981275,8711577189686,3.95,3.69
39981276,7311490040883,4.75,4.69
39981277,8711143146570,2.15,3.29
39981279,8711143161061,5.45,5.61
39981281,8710839360061,5.15,5.65
39981283,5410091684297,9.35,12.25
39981284,8712576105950,19.80,20.85
39981293,5410091325947,14.85,20.99
39981294,5410091325725,10.95,11.65
39981298,8711143113329,4.35,10.99
39981299,3178041312462,5.45,7.38
39981308,8711577094546,4.35,4.19
39981309,8711577212087,7.65,7.29
39981320,8711143161153,5.40,6.19
39981321,5400997119429,2.30,5.09
39981330,8711143112636,3.10,3.49
39981331,5410415043403,2.85,3.89
39981332,5410415043304,2.85,3.69
39981334,5410091625122,7.15,9.70
39981335,7611123077430,36.70,50.33
39981341,8711577007287,5.35,4.89
39981342,8711577189945,5.85,5.29
39981343,8711577000219,7.65,7.29
39981349,3178040696389,10.95,12.05
39981350,8711113126984,22.35,24.99
39981351,4015000417471,3.85,5.02
39981352,3178040431577,7.15,9.19
39981353,7439604062078,44.05,65.95
39981355,8711143082533,2.50,3.15
39981356,8711418606679,3.05,3.85
39981359,7439604024045,1.10,1.75
39981363,87295597,4.35,4.29
39981364,5400997507745,2.00,2.69
39981365,5400997177320,2.90,6.59
39981366,8711143113213,3.25,4.95
39981367,7611123077461,36.70,50.33
39981368,8711577008093,3.95,3.69
39981369,5410415043090,2.85,3.69
39981384,5400997692526,1.00,
39981385,5400997507721,1.65,1.59
39981386,5410415042710,2.35,4.39
39981387,8711143112353,1.50,2.49
39981388,7611123077447,36.70,49.32
39981389,8711577147815,7.65,7.29
39981390,8711143132740,1.20,2.29
39981391,8711577098216,8.75,8.29
39981392,5400997272230,1.40,1.79
39981393,5400997276641,2.80,3.58
39981433,8711577001346,7.80,7.29
39981436,7611123077409,36.35,52.80
39981437,8711577191269,7.65,7.29
39981438,8711577010225,3.95,
39981440,8711577190460,4.90,4.59
39981441,8711577189402,5.45,5.29
39981443,8711577190279,10.15,9.59
39981444,8711577000417,9.50,9.99
39981456,8711577130565,7.65,7.19
39981457,8711577190026,7.80,7.29
39981458,8711577053796,6.45,6.19
39981459,8711577272159,3.60,3.29
39981460,8711577130053,7.65,7.19
39981461,8711577008284,5.35,4.89
39981462,8711577195137,8.65,8.49
39981551,5410091690335,54.55,52.25
39981553,5410091690359,29.20,28.75
39981554,5410091605728,7.15,9.39
39981557,8710839292645,29.25,35.49
39981558,5410091610302,7.65,8.95
39981559,5410091692988,12.65,16.69
39981588,8711577216580,7.65,7.29
39981590,8716242659907,10.95,28.50
39981591,8716242659938,10.95,28.50
39981592,8711577183530,4.85,4.49
39981595,8716242659983,10.95,28.50
39981597,8716242661412,9.35,25.50
39981602,8711577094669,7.05,6.79
39981603,8711577189556,5.70,5.29
39981604,8711577037932,8.75,8.69
39981621,8713274044121,26.40,42.59
39981626,8711577202248,10.85,11.29
39981627,8711577190057,3.95,3.69
39981674,8711577085582,6.45,6.19
39981675,8711577094683,7.05,6.79
39981676,8711577037994,8.75,8.69
39981677,8711577000141,7.65,7.29
39981680,8711577189624,8.75,8.59
39981681,8711577189334,7.65,7.29
39981682,8711577134594,5.05,4.89
39981686,8711113110617,13.20,18.45
39981690,8711595111768,10.95,16.75
39981691,8712576305541,17.40,20.85
39981692,4015000415521,6.05,7.19
39981693,4015000419154,7.65,7.95
39981696,5410091690304,12.10,17.99
39981697,5410091606008,12.65,16.33
39981698,5410091690298,12.10,14.29
39981699,8711115345604,32.08,53.49
39981700,8711115350127,28.27,39.49
39981701,8711115280011,26.97,41.49
39981702,8711115280264,33.74,47.49
39981718,8711577263133,8.75,8.49
39981722,8716242659969,10.95,28.50
39981723,8711577264529,8.75,8.49
39981726,8711115280301,36.07,47.49
39981727,8716242656616,9.35,22.95
39981728,8711113110471,13.20,29.49
39981729,8711577191184,6.45,6.19
39981731,8716242660149,9.35,22.95
39981733,8711115350134,28.27,39.49
39981734,8711115345574,32.08,53.49
39981735,8711115317656,27.44,45.49
39981736,8711115334134,33.77,55.99
39981739,5410091605735,17.60,22.79
39981741,7439604062016,17.60,25.95
39981742,8711577011758,7.65,7.29
39981743,5410091322632,20.40,19.15
39981744,8711577189761,7.80,7.29
39981745,8711143162037,2.85,3.89
39981746,8711143146518,4.60,8.09
39981747,5400997166324,1.65,1.79
39981748,7611123077423,36.70,49.32
39981749,8711422047260,9.85,14.95
39981750,8711113110624,13.20,22.45
39981759,7611123077454,36.70,47.42
39981760,7611123077416,37.45,50.84
39981761,8711577013431,12.10,12.19
39981762,5410415042406,1.75,3.09
39981763,5410415042307,1.75,3.49
39981764,5410415042734,2.35,4.39
39981774,8711113186919,12.65,20.99
39981775,8713274048518,13.75,15.89
39981776,8713274047610,27.40,35.59
39981777,8713274047641,27.40,35.59
39981778,8713274044008,25.15,40.49
39981782,8710919154214,3.25,9.29
39981789,8711577216542,7.65,7.29
39981792,8711113110327,13.20,29.99
39981798,8716242651703,9.35,22.95
39981799,8716242661207,9.35,22.95
39981800,8711115333953,34.18,45.49
39981801,8711115377537,34.94,53.49
39981802,8711115317281,29.95,45.49
39981804,8711115346434,40.53,63.49
39981807,8711113083294,13.20,11.95
39981811,8711113110457,13.20,29.49
39981812,8713274047436,27.40,35.59
39981813,8713274048600,27.40,40.79
39981816,8711113128094,24.00,29.49
39981824,8710735801002,1.95,4.10
39981825,8717677479726,8.30,12.95
39981829,8710839143305,41.85,50.55
39981831,8711113119825,16.50,32.99
39981834,8711113128070,21.45,29.49
39981835,8711113187046,10.95,16.99
39981836,8713274047702,27.40,35.59
39981837,8713274048488,14.30,16.89
39981838,8713274043827,30.30,40.49
39981840,8711577191115,6.85,6.49
39981841,8711577190286,6.25,5.89
39981842,8711577190484,6.45,6.19
39981844,8711577094560,4.35,4.19
39981845,8711577134778,5.85,5.29
39981846,8711577135072,3.95,3.69
39981847,8711577000561,7.65,7.29
39981850,8716242660514,9.35,22.95
39981851,8716242661351,9.35,25.50
39981852,5410091631932,14.30,16.55
39981854,8711115333991,31.94,45.49
39981855,8711115345581,32.08,53.49
39981857,8711115279978,24.97,41.49
39981858,8711577190668,10.65,9.79
39981859,8716242660545,9.35,22.95
39981865,8711113119818,16.50,32.99
39981868,8713274047672,27.40,35.59
39981869,8713274044107,28.10,41.89
39981870,8713274044060,28.10,41.89
39981871,8713274047375,26.40,31.09
39981881,8711113187008,11.60,19.99
39981886,8711113186896,10.95,17.99
39981900,8713274044084,25.15,40.49
39981901,8713274044145,28.10,41.89
39981941,8713274043766,16.50,21.99
39981942,8713274048099,31.70,42.59
39981943,8713274047313,28.40,43.79
39981944,8713274044657,15.40,27.51
39981946,8713274043988,28.15,38.03
39981947,8713274044176,13.95,20.79
39981958,8711113126854,22.00,23.49
39981959,8713274039677,9.35,12.59
39981962,8711115377544,37.39,53.49
39981963,8711115332543,32.07,53.49
39981964,8711115334172,33.77,55.99
39981965,8710839333065,7.65,11.80
39981970,8713274043964,28.15,38.31
39981990,8713274044831,15.40,27.99
39981991,8713274043889,13.95,20.79
39981999,8713274043926,24.85,43.19
39982000,8711113186841,10.95,19.99
39982001,8711113187022,13.20,21.99
39982002,8716644200431,19.25,34.19
39982003,8711113186964,12.65,19.99
39982004,8713274048587,27.40,35.59
39982026,8713274044022,26.40,42.59
39982027,8713274043803,28.60,40.79
39982028,3059942281661,9.85,14.95
39982029,8713274048105,33.40,42.39
39982056,8713274048549,17.10,30.48
39982067,8713274043841,30.30,40.49
39982068,8713274048082,31.70,42.59
39982069,8713274047405,26.40,31.09
39982090,8713274046231,17.60,27.39
39982091,8713274047252,28.40,43.79
39982092,8713274043865,13.95,20.79
39982096,8711595011778,8.30,12.75
39982101,8711577189501,5.05,4.89
39982103,8711577003333,10.35,9.79
39982104,8711577189754,10.35,9.79
39982105,8711577000431,5.70,5.29
39982106,8711577308728,13.00,13.00
39982107,8711577000660,7.80,7.29
39982110,7439604024052,5.45,5.45
39982112,8711113110273,13.20,29.99
39982116,8711113105170,13.20,31.99
39982118,8716242656661,9.35,22.95
39982119,8716242651734,9.35,22.95
39982120,8711115332567,32.07,53.49
39982121,8711115345598,32.93,53.49
39982122,8713274043919,13.95,20.79
39982123,8713274044169,13.95,20.79
39982138,8719689373238,10.95,11.16
39982160,8713274048907,14.85,16.89
39982161,8713274043780,20.90,54.90
39982162,8713274043940,26.40,41.53
39982168,8713274047283,28.40,43.79
39982169,8713274044862,15.40,25.18
39982179,8717211001420,33.00,49.99
39982181,8713274046156,17.60,27.39
39982184,8713274044770,15.40,19.22
39982185,8713274044749,13.85,20.19
39982187,8713274043872,13.95,20.79
39982188,8713274043902,13.95,20.79
39982190,8713274046217,17.60,27.39
39982191,8713274046194,17.60,27.39
39982193,8711113119931,16.50,32.99
39982208,8718375331279,0.75,1.09
39982220,8719689373122,16.50,16.75
39982221,8719689373146,10.95,
39982226,5414157707067,6.25,9.45
39982229,8711113105057,13.20,31.99
39982230,8716242660170,9.35,22.95
39982231,8711115317403,29.95,45.49
39982232,8711115317533,27.44,45.49
39982233,8711115346403,40.53,63.49
39982235,8711577190736,7.65,7.29
39982239,8710839101084,20.90,24.00
39982244,8711113110440,55.05,108.49
39982249,8711113186926,8.25,13.99
39982250,8711113186940,10.45,17.99
39982251,8711113186988,10.95,16.99
39982252,8711113187060,12.65,19.99
39982253,8713274048457,12.45,18.99
39982254,8711113186872,10.95,17.99
39982255,8713274044046,28.10,41.89
39982282,8713274045012,26.40,37.69
39982283,8713274043896,13.95,20.79
39982285,8713274046132,17.60,27.39
39982286,8713274046170,17.60,27.39
39982287,8713274044688,15.40,28.23
39982288,8713274044626,15.40,27.67
39982309,8713274044800,15.40,28.56
39982312,8713274047344,28.40,43.79
39982355,8718026585662,4.25,4.95
39982370,5414157707074,8.75,13.25
39982374,8718375332740,16.50,24.95
39982375,8718026586041,2.75,4.09
39982376,8718026588403,14.30,21.95
39982407,8713274044619,23.70,28.19
39982408,8711143166073,8.10,13.98
39982450,8713274046392,37.45,56.59
39982451,8718375336021,13.55,20.45
39982452,8713274044961,25.95,38.47
39982454,8713274046750,37.45,56.59
39982455,8713274045234,35.85,54.88
39982457,8713274045074,35.85,52.21
39982458,8713274047054,32.50,49.09
39982459,8713274046705,103.35,131.99
39982470,8713274047887,30.80,37.69
39982471,8713274048259,31.45,47.46
39982472,8713274047160,29.20,40.49
39982473,8713274046804,32.80,42.29
39982474,8713274047795,32.50,49.69
39982475,8713274048006,35.90,36.89
39982479,5011867012650,30.50,40.49
39982481,8713274046101,17.60,27.39
39982513,8711143166080,9.55,18.77
39982514,8713274046491,33.65,50.51
39982515,8718026587697,28.60,43.45
39982516,8718026587673,17.60,26.95
39982519,8718026588397,22.00,33.25
39982560,8711143166035,7.95,12.98
39982561,5400282073702,8.35,8.29
39982571,8713274044510,22.00,28.29
39982573,5400282073719,10.35,10.36
39982575,8718026585532,6.10,8.95
39982577,8718026585709,1.95,2.25
39982581,8710619361790,0.30,5.81
39982586,8718026585716,3.25,4.95
39982589,8713274044336,27.05,40.26
39982591,8712448264020,20.90,24.95
39982593,8717729115305,2.95,3.50
39982594,8718026582715,3.25,4.95
39982595,8718026585693,1.50,2.25
39982596,8713274044367,22.65,40.97
39982597,3800718504671,1.10,1.25
39982598,8713274047511,44.05,
39982599,8713274046507,33.65,50.51
39982602,8713274044466,22.00,28.29
39982607,8718026583125,27.50,41.65
39982609,8711143165397,5.95,7.37
39982614,8718026585457,4.15,6.25
39982615,8713274044428,22.00,28.29
39982616,8713274044596,23.70,28.19
39982617,8713274044497,22.00,28.29
39982618,8711143166059,5.10,7.21
39982623,8715063533014,2.75,4.09
39982624,8718692621169,29.25,44.25
39982625,8710839330309,5.45,16.95
39982630,8710619361752,0.30,5.81
39982631,8713274044534,22.00,28.29
39982632,8711143166066,10.00,15.00
39982638,7439604024083,47.35,71.75
39982639,8717344991537,27.50,49.95
39982641,8713274044312,24.85,37.76
39982642,8718026582722,4.35,6.60
39982645,8713274044947,23.75,38.39
39982646,8718375331262,4.35,6.59
39982648,8718692625228,11.05,15.35
39982650,8718026585525,6.55,9.95
39982653,8713274045173,33.65,53.46
39982654,8713274047016,30.80,46.59
39982655,8713274048693,25.90,31.39
39982656,8713274048709,24.20,29.39
39982657,8713274046606,34.50,44.19
39982658,8713274046934,32.50,49.09
39982659,8713274047788,30.80,37.69
39982660,8713274046958,30.80,46.59
39982661,8713274048273,31.45,43.13
39982662,8713274047993,35.90,36.89
39982663,8713274048266,29.70,45.61
39982664,8713274047467,25.90,31.89
39982666,5011867049502,30.50,40.49
39982667,5011867012414,30.50,40.49
39982668,5011867009452,30.50,40.49
39982669,5011867033327,30.50,40.49
39982683,8718692625006,11.05,15.35
39982684,8713274044473,22.00,28.29
39982685,8713274044923,29.70,46.16
39982686,8717344999069,3.10,3.50
39982687,8713274047504,44.05,66.69
39982689,8713274044244,23.15,33.69
39982690,8713274044299,25.90,39.09
39982691,8713274044404,22.65,34.29
39982692,8713274044374,24.85,42.46
39982693,8719699342385,33.00,39.99
39982695,8713274045005,24.80,37.39
39982696,8713274044282,24.20,36.59
39982698,8713274047030,32.50,49.09
39982699,8713274047191,30.80,42.49
39982701,8713274045258,30.80,46.59
39982702,8713274046484,31.90,47.92
39982703,8713274045098,33.65,61.22
39982704,8713274046972,32.50,49.09
39982705,8713274046583,34.50,44.19
39982706,8713274046590,32.80,42.29
39982707,8713274046866,34.50,44.19
39982708,8713274046729,103.35,131.99
39982709,8713274047771,32.50,49.69
39982710,8713274045326,20.70,27.59
39982711,8713274047139,30.80,42.49
39982712,8713274047108,30.80,42.49
39982713,8713274046835,34.50,44.19
39982714,8713274047764,31.90,38.77
39982715,5011867011417,30.50,40.49
39982716,5011867012681,30.50,40.49
39982717,8710839110406,30.50,40.49
39982722,8713274046996,32.50,49.09
39982723,8713274048181,27.00,34.39
39982724,8713274044916,28.15,45.72
39982725,8713274045265,32.50,49.09
39982728,8713274047078,29.20,40.49
39982729,8713274045388,33.65,50.51
39982741,8713274047894,33.65,51.12
39982742,8713274048013,35.90,36.89
39982743,5011867042855,24.45,31.99
39982747,8713274047481,25.90,31.89
39982750,8713274048198,28.60,20.09
39982756,8717211000980,22.00,38.45
39982757,5011867012643,30.50,40.49
39982758,8717729119334,9.85,14.95
39982759,8711113127899,15.40,32.99
39982760,8713274045050,35.85,52.29
39982779,5011867009438,30.50,40.49
39982780,5011867009490,30.50,40.49
39982784,8718026580735,15.40,23.95
39982786,8710839110437,30.50,40.49
39982807,8718375332696,3.05,4.60
39982812,8719699344266,27.50,24.99
39982815,8717211000997,22.00,39.95
39982816,5011867042831,24.45,31.99
39982817,8710839110420,30.50,40.49
39982819,8719699343986,49.55,44.99
39982821,8713274047221,30.80,42.49
39982822,8713274039707,9.65,11.69
39982830,4006160617115,22.00,39.95
39982831,5011867018492,30.50,40.49
39982838,8713274046910,32.50,49.09
39982839,8713274045272,32.50,49.09
39982851,8717729119358,14.90,22.95
39982852,5400997190824,10.55,10.52
39982853,8713274044992,23.15,34.89
39982871,8717729119327,7.65,11.59
39982872,5011867009599,30.50,40.49
39982877,8718375332313,13.20,19.95
39982881,8713274048341,38.05,
39982882,5011867033280,30.50,40.49
39982886,8711113086165,9.85,29.99
39982918,8713274045333,20.70,27.59
39982919,8713274047917,33.65,51.21
39982920,5011867025872,30.50,40.49
39982921,5011867033266,30.50,40.49
39982922,5011867033303,30.50,40.49
39982948,8710839110413,30.50,40.49
39982954,8711113126540,13.20,26.99
39982958,8711113127707,19.80,33.99
39982977,8718375331514,6.55,9.95
39982978,8718375332702,3.90,4.95
39982979,8710839221058,9.85,18.65
39982984,8718375331361,42.95,64.99
39982985,8718375331354,1.10,1.25
39982987,8713274044213,17.60,22.79
39982988,8718026585518,4.35,6.60
39982989,8713274044411,24.85,36.87
39983044,8719689373009,14.30,14.52
39983048,8719689373108,1.50,1.67
39983056,5000394123595,5.45,8.29
39983059,8712448266277,12.70,18.95
39983084,8713274045395,33.65,50.51
39983085,8713274045203,35.85,52.21
39983086,8713274045111,35.85,54.88
39983087,8713274048716,25.90,31.39
39983088,8713274045319,19.80,25.59
39983089,8713274045135,35.85,56.54
39983090,8713274046897,30.80,46.59
39983091,8713274046682,32.80,42.29
39983092,8713274047900,31.90,38.77
39983093,5011867012759,30.50,40.49
39983094,5011867009575,30.50,40.49
39983096,5011867009483,30.50,40.49
39983113,8717729119365,22.00,33.95
39983184,8719689373047,2.15,2.36
39983265,8719689373061,9.85,10.05
39983266,8717882000005,1.10,1.49
39983275,8719689373092,17.60,17.87
39983339,8717729119310,3.25,5.45
39983340,8715758028023,10.95,13.99
39983341,8711113126861,19.80,34.49
39983579,8718692620636,1.10,1.25
39983957,8712448294850,18.70,22.95
39984008,3700452404209,6.55,
39984057,8711113099554,13.20,30.99
39984060,8717344995610,3.60,4.85
39984109,8711113118293,13.20,32.49
39984148,8717729111833,50.65,76.75
39984396,8716242658221,18.70,37.95
39984398,8716242652267,9.85,9.85
39984400,8716242657989,18.70,37.95
39984402,8716242657736,10.95,29.95
39984406,8716242657675,10.95,29.95
39984490,8716242656647,18.70,37.95
39984492,8716242658191,18.70,37.95
39984495,8716242880837,13.75,29.95
39984497,8716242730385,10.95,29.95
39984515,8718375332689,4.15,6.25
39984552,8718692622951,1.40,2.25
39984554,8720604303605,18.95,18.99
39984555,8720604302684,5.70,5.99
39984557,8720604303025,7.05,6.99
39984558,8720604302868,14.55,14.99
39984586,8716242650362,9.85,31.95
39984587,8716242657965,18.70,37.95
39984592,8716242658146,18.70,37.95
39984629,8716242657798,10.95,29.95
39984636,8716242656364,10.95,29.95
39984637,8716242656265,10.95,29.95
39984638,5413326210520,3.90,5.25
39984640,8711113118118,13.20,32.49
39984644,8711113107136,16.50,39.99
39984687,8716242658139,18.70,37.95
39984689,8716242918660,10.95,29.95
39984693,8716242656609,18.70,37.95
39984717,8716242918509,10.95,29.95
39984720,8716242657880,18.70,37.95
39984732,8718375330319,5.30,7.95
39984734,8716242880820,13.75,29.95
39984735,8720604302882,9.50,9.99
39984741,8718026582494,1.95,2.95
39984744,8718026585631,8.75,10.35
39984745,8718026585655,6.10,8.75
39984757,8711113107075,16.50,39.99
39984772,8720604302196,13.45,13.99
39984773,8720604303308,15.85,15.99
39984774,8720604302622,5.70,5.99
39984783,8711113130950,14.30,34.99
39984795,8720604302660,4.35,4.49
39984796,8718026586843,4.35,6.59
39984797,8720604301991,3.25,3.49
39984798,8720604302035,3.05,3.49
39984799,8720604303001,7.05,6.99
39984800,8720604303537,4.60,4.99
39984801,8720604303575,5.70,5.99
39984802,8720604302462,4.85,4.99
39984820,8716242727415,10.95,29.95
39984828,8718375332306,2.65,3.95
39984829,8716242656005,10.95,29.95
39984830,8718375330388,3.50,5.75
39984831,8718026584481,3.25,4.95
39984833,8718026585686,16.55,19.50
39984839,8717344990257,1.95,2.95
39984842,8716242655572,10.95,29.95
39984843,8720604301939,5.30,5.49
39984844,8720604301816,3.25,3.49
39984854,5413326210513,3.90,5.25
39984865,8720604301830,3.50,3.49
39984866,8720604303469,6.20,6.49
39984884,8720604302387,7.05,6.99
39984907,8716242918448,10.95,29.95
39984908,8716242655893,10.95,29.95
39984917,8716242918400,10.95,29.95
39984921,8717729110645,88.15,133.49
39984922,8720604303407,5.05,4.99
39984924,8718026585617,2.45,
39984927,8718692629653,3.05,4.59
39984929,8719699343535,20.90,18.99
39984932,8720604301977,3.05,3.49
39984934,8717344994330,10.25,15.95
39984936,8720604302608,4.25,4.49
39984937,8720604303087,9.25,9.49
39984939,8720604302257,19.60,19.99
39984940,8720604303445,16.05,15.99
39984941,8720604302820,8.35,8.99
39984942,8720604302707,4.35,4.99
39984943,8720604302486,5.05,4.99
39984944,8720604301892,7.05,6.99
39984945,8720604302806,10.35,12.99
39984946,8720604302363,7.45,7.99
39984970,8720604302172,13.45,13.99
39984974,8717729118788,2.80,4.25
39984975,8720604302981,10.35,10.99
39984976,8718868270429,11.05,11.05
39984977,8718868270221,12.10,12.10
39984994,8720604303049,7.05,6.99
39984996,8720604302073,6.35,6.49
39984997,4000810112425,22.00,59.95
